question,pmid,adaptation,sent_id,source,target,operation
47,26893260,adaptation1,6,Autosomal recessive or dominant inheritance from ~300 predominantly missense ALPL (also known as TNSALP) mutations largely accounts for the remarkably broad-ranging expressivity of hypophosphatasia.,"The different types of possible mutations of ALPL (which encodes for alkaline phosphatase) largely accounts for the wide range of severity of hypophosphatasia (a rare, genetic bone disorder).",Explanation
47,26893260,adaptation1,7,High serum concentrations of pyridoxal 5'-phosphate represent a sensitive and specific biochemical marker for hypophosphatasia.,High serum concentrations of pyridoxal 5'-phosphate represent an accurate and specific biomarker for hypophosphatasia.,Substitution
47,26893260,adaptation1,8,"Also, phosphoethanolamine levels are usually elevated in serum and urine, though less reliably for diagnosis.","Also, levels of phosphoethanolamine (which helps construct cell boundaries) are usually elevated in serum and urine. However, these biomarkers are less reliable for diagnosis.",Explanation
47,26893260,adaptation1,9,TNSALP mutation detection is important for recurrence risk assessment and prenatal diagnosis.,TNSALP mutation detection is important to determine is recurrence may occur and prenatal diagnosis.,Explanation
47,26893260,adaptation1,10,Diagnosing paediatric hypophosphatasia is aided by pathognomic radiographic changes when the skeletal disease is severe.,Diagnosing pediatric (child) hypophosphatasia is aided by observing disease-specific changes when the skeletal disease is severe.,Substitution
47,26893260,adaptation1,11,Hypophosphatasia was the last type of rickets or osteomalacia to await a medical treatment.,Hypophosphatasia was the last bone disease to receive a medical treatment.,Generalization
47,26893260,adaptation1,12,"Now, significant successes for severely affected paediatric patients are recognized using asfotase alfa, a bone-targeted recombinant TNSALP.","Now, significant successes for severely affected child patients are recognized using asfotase alfa, a prescription drug.",Substitution
47,28238808,adaptation1,1,Hypophosphatasia (HPP) is the inborn-error-of-metabolism that features low serum alkaline phosphatase (ALP) activity (hypophosphatasemia) caused by loss-of-function mutation(s) of the gene that encodes the tissue-nonspecific isoenzyme of ALP (TNSALP).,Hypophosphatasia (HPP) is a genetic condition that blocks metabolic pathways. HPP features low serum (blood) alkaline phosphatase (ALP - a protein which indicates bone health) activity (hypophosphatasemia). This is caused by mutation(s) of the gene that encodes the tissue-nonspecific isoenzyme (form) of ALP (TNSALP). This mutation renders the gene unable to complete it function.,Explanation
47,28238808,adaptation1,2,Autosomal recessive or autosomal dominant inheritance from among >300 TNSALP (ALPL) mutations largely explains HPP's remarkably broad-ranging severity.,Variations in the type of mutations largely explains HPP's remarkably broad-ranging severity.,Generalization
47,28238808,adaptation1,3,"TNSALP is a cell-surface homodimeric phosphohydrolase richly expressed in the skeleton, liver, kidney, and developing teeth.","TNSALP is an enzyme expressed in the skeleton, liver, kidney, and developing teeth.",Generalization
47,28238808,adaptation1,4,"In HPP, TNSALP substrates accumulate extracellularly.","In HPP, TNSALP substrates (proteins altered by TNSALP) accumulate outside of cells.",Explanation
47,28238808,adaptation1,5,"Among them is inorganic pyrophosphate (PPi), a potent inhibitor of mineralization.","One substrate is inorganic pyrophosphate (PPi), a potent inhibitor (blocker) of mineralization.",Substitution
47,28238808,adaptation1,6,Superabundance of extracellular PPi explains the hard tissue complications of HPP that feature premature loss of deciduous teeth and often rickets or osteomalacia as well as calcific arthropathies in some affected adults.,"Superabundance of extracellular PPi explains the hard tissue complications of HPP. These complications include premature loss of deciduous teeth, rickets or bone softening, and joint swelling in some affected adults.",Substitution
47,28238808,adaptation1,7,"In infants with severe HPP, blocked entry of minerals into the skeleton can cause hypercalcemia, and insufficient hydrolysis of pyridoxal 5'-phosphate (PLP), the major circulating form of vitamin B6, can cause pyridoxine-dependent seizures.","In infants with severe HPP, blocked entry of minerals into the skeleton can cause hypercalcemia (high calcium levels). Additionally, insufficient breakdown of pyridoxal 5'-phosphate (PLP), the major circulating form of vitamin B6, can cause seizures.",Substitution
47,28238808,adaptation1,8,Elevated circulating PLP is a sensitive and specific biochemical marker for HPP.,"Elevated circulating PLP is a sensitive and specific biological marker, or a measurable compound in the body that can indicate health status, for HPP.",Explanation
47,28238808,adaptation1,9,"Also, the TNSALP substrate phosphoethanolamine (PEA) is usually elevated in serum and urine in HPP, though less reliably for diagnosis.","Also, the TNSALP substrate phosphoethanolamine (PEA) is usually elevated in serum and urine in HPP. However, this biological marker is less reliable for diagnosis.",Explanation
47,28238808,adaptation1,10,Pathognomonic radiographic changes occur in pediatric HPP when the skeletal disease is severe.,Disease-specific changes occur in pediatric (child) HPP when the skeletal disease is severe.,Substitution
47,28238808,adaptation1,11,TNSALP mutation analysis is essential for recurrence risk assessment for HPP in future pregnancies and for prenatal diagnosis.,TNSALP mutation analysis is needed to determine recurrence (reappearance) for HPP in future pregnancies and for prenatal (at or before birth) diagnosis.,Explanation
47,28238808,adaptation1,12,HPP was the final rickets/osteomalacia to have a medical treatment.,HPP was the last bone condition to have a medical treatment.,Substitution
47,28238808,adaptation1,13,"Now, significant successes using asfotase alfa, a mineral-targeted recombinant TNSALP, are published concerning severely affected newborns, infants, and children.","Now, significant successes using asfotase alfa, a prescription drug, are published concerning severely affected newborns, infants, and children.",Substitution
47,28238808,adaptation1,14,Asfotase alfa was approved by regulatory agencies multinationally in 2015 typically for pediatric-onset HPP.,Asfotase alfa was approved by regulatory agencies around the world in 2015 typically for pediatric-onset HPP.,Substitution
47,28401263,adaptation1,1,A majority of adults with persistently low serum alkaline phosphatase values carry a pathogenic or likely pathogenic variant in the ALPL gene and also have elevated alkaline phosphatase substrate values in serum and urine.,Most adults with persistently low serum (blood) alkaline phosphatase values have a mutation in the ALPL gene that encodes it. These adults also most likely have elevated alkaline phosphatase substrate values in serum and urine. Alkaline phosphatase can indicate bone health.,Explanation
47,28401263,adaptation1,2,These adults may fall within the spectrum of the adult form of hypophosphatasia.,"These adults may suffer from the adult form of hypophosphatasia, an inherited disorder that affects bone and tooth development.",Explanation
47,28401263,adaptation1,3,Introduction: The primary objective of this study was to determine what proportion of adults with persistently low serum alkaline phosphatase values (hypophosphatasemia) harbor mutations in the ALPL gene or have elevated alkaline phosphatase (ALP) substrates.,The aim of this study was to determine what proportion of adults with hypophosphatasemia (low serum alkaline phosphatase) also have ALPL gene mutations or elevated alkaline phosphatase (ALP) substrates.,Generalization
47,28401263,adaptation1,4,Some adults with persistent hypophosphatasemia share clinical and radiographic features with the adult form of hypophosphatasia (HPP).,Some adults with hypophosphatasemia share observable or radiographic (seen through x-ray) features with the adult form of hypophosphatasia (HPP).,Substitution
47,28401263,adaptation1,5,"In HPP, ALPL mutations result in persistent hypophosphatasemia and ALP substrate accumulation in plasma (pyridoxal-5-phosphate (PLP)) and urine (phosphoethanolamine (PEA)).","In HPP, ALPL mutations cause persistent hypophosphatasemia and ALP substrate (protein) accumulation in plasma (pyridoxal-5-phosphate (PLP)) and urine (phosphoethanolamine (PEA)).",Substitution
47,28401263,adaptation1,6,"Methods: Biochemical analyses, including serum ALP activity, bone-specific ALP, plasma PLP, and urine PEA, were performed in adults with persistent hypophosphatasemia.","Analyses of compounds from biological samples, including serum ALP activity, bone-specific ALP, plasma PLP, and urine PEA, were performed in adults with persistent hypophosphatasemia.",Substitution
47,28401263,adaptation1,7,Mutational analyses were performed using PCR and Sanger sequencing methods.,Analysis to determine ALPL mutations were performed.,Generalization
47,28401263,adaptation1,8,"Gene variants were classified as pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely benign (LB), and benign (B).","Variations of the gene ALPL were classified as pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely benign (LB), and benign (B). Pathogenic mutations often make a person more susceptible to disease. Benign mutations do not affect human health.",Explanation
47,28401263,adaptation1,9,"P and LP variants were further grouped as ""Positive ALPL variants"" and LB and B grouped as ""Negative ALPL variants.""","P and LP variants were further grouped as ""Positive ALPL variants"" and LB and B grouped as ""Negative ALPL variants.""",Substitution
47,28401263,adaptation1,10,Results: Fifty subjects completed all mutational and biochemical analyses.,A total of 50 subjects completed all mutational and biochemical analyses.,Explanation
47,28401263,adaptation1,11,Sixteen percent carried only Negative ALPL variants.,Sixteen percent carried only Negative ALPL variants.,Substitution
47,28401263,adaptation1,12,"Of the remaining 42 subjects, 67% were heterozygous for a P variant, 19% for an LP variant, and 14% for a VUS.","Of the remaining 42 subjects, 67% were heterozygous for a P variant, 19% for an LP variant, and 14% for a VUS.",Substitution
47,28401263,adaptation1,13,Biochemical results were highly inter-correlated and consistent with the expected inverse relationship between ALP and its substrates.,Biochemical results were associated with the inverse (opposite) relationship between ALP and its substrates.,Generalization
47,28401263,adaptation1,14,Subjects harboring Positive ALPL variants showed lower ALP and BSAP and higher PLP and PEA values compared with subjects harboring only Negative ALPL variants.,Subjects harboring Positive ALPL variants had lower ALP and BSAP and higher PLP and PEA values.,Generalization
47,28401263,adaptation1,15,"Approximately half of all subjects harboring Positive ALPL variants or ALPL VUS showed elevations in plasma PLP, and three quarters showed elevations in urine PEA.",Approximately half of all subjects harboring Positive ALPL variants or ALPL VUS showed elevations in plasma PLP. Most also showed elevations in urine PEA.,Substitution
47,28401263,adaptation1,16,Conclusion: Adults with persistent hypophosphatasemia frequently harbor ALPL mutations and have elevated ALP substrates.,Adults with persistent hypophosphatasemia often have ALPL mutations and have elevated ALP substrates.,Substitution
47,28401263,adaptation1,17,These adults may fall within the spectrum of the adult form of hypophosphatasia.,These adults may fall within the spectrum of the adult form of hypophosphatasia.,Substitution
47,28401263,adaptation1,18,Clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present.,Clinicians should note long-lasting hypophosphatasia in patients and be cautious in giving them anit-bone-breakdown drugs.,Generalization
47,28401263,adaptation2,1,A majority of adults with persistently low serum alkaline phosphatase values carry a pathogenic or likely pathogenic variant in the ALPL gene and also have elevated alkaline phosphatase substrate values in serum and urine.,"Many adults with persistently low blood levels of alkaline phosphatase, a protein that influences levels of the high-energy molecule phosphate, possibly have a mutation in the ALPL gene that encodes alkaline phosphatase. Many adults also have increased phosphate-carrying compounds in blood and urine.",Explanation
47,28401263,adaptation2,2,These adults may fall within the spectrum of the adult form of hypophosphatasia.,These adults may have low blood phosphate levels (hypophosphatasia).,Generalization
47,28401263,adaptation2,3,Introduction: The primary objective of this study was to determine what proportion of adults with persistently low serum alkaline phosphatase values (hypophosphatasemia) harbor mutations in the ALPL gene or have elevated alkaline phosphatase (ALP) substrates.,The study determines what proportion of adults with persistently low blood alkaline phosphatase levels (hypophosphatasemia) have mutations in the ALPL gene or accumulated phosphate-carrying compounds.,Generalization
47,28401263,adaptation2,4,Some adults with persistent hypophosphatasemia share clinical and radiographic features with the adult form of hypophosphatasia (HPP).,Some adults with persistent hypophosphatasemia share symptoms with the adult form of low blood phosphate levels or hypophosphatasia (HPP).,Substitution
47,28401263,adaptation2,5,"In HPP, ALPL mutations result in persistent hypophosphatasemia and ALP substrate accumulation in plasma (pyridoxal-5-phosphate (PLP)) and urine (phosphoethanolamine (PEA)).","In HPP, ALPL mutations lead to persistent hypophosphatasemia and phosphate-carrying compounds in blood (pyridoxal-5-phosphate (PLP) or active vitamin B6) and urine (phosphoethanolamine (PEA) or a key molecule to build cell boundaries).",Explanation
47,28401263,adaptation2,6,"Methods: Biochemical analyses, including serum ALP activity, bone-specific ALP, plasma PLP, and urine PEA, were performed in adults with persistent hypophosphatasemia.","Blood ALP activity, bone-specific ALP, blood PLP, and urine PEA were measured in adults with persistently low levels of ALP.",Substitution
47,28401263,adaptation2,8,"Gene variants were classified as pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely benign (LB), and benign (B).","Variations of the ALPL gene were classified as disease-causing or pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely harmless or benign (LB), and benign (B).",Explanation
47,28401263,adaptation2,9,"P and LP variants were further grouped as ""Positive ALPL variants"" and LB and B grouped as ""Negative ALPL variants.""","P and LP variants were also grouped as ""Positive ALPL variants"". LB and B were grouped as ""Negative ALPL variants.""",Substitution
47,28401263,adaptation2,10,Results: Fifty subjects completed all mutational and biochemical analyses.,Fifty subjects completed all the tests.,Generalization
47,28401263,adaptation2,11,Sixteen percent carried only Negative ALPL variants.,Sixteen percent had only Negative ALPL variatns.,Substitution
47,28401263,adaptation2,12,"Of the remaining 42 subjects, 67% were heterozygous for a P variant, 19% for an LP variant, and 14% for a VUS.","Of the remaining 42, 67% had at least one copy of the P variant, 19% for an LP variant, and 14% for a VUS.",Substitution
47,28401263,adaptation2,13,Biochemical results were highly inter-correlated and consistent with the expected inverse relationship between ALP and its substrates.,Tests results agreed with each other and showed that the amount of ALP trended oppositely with the quantity of the molecules that it acts upon.,Explanation
47,28401263,adaptation2,14,Subjects harboring Positive ALPL variants showed lower ALP and BSAP and higher PLP and PEA values compared with subjects harboring only Negative ALPL variants.,Those with Positive ALPL variants had lower ALP and bone-specific ALP and had higher PLP and PEA than those with Negative ALPL variants.,Substitution
47,28401263,adaptation2,15,"Approximately half of all subjects harboring Positive ALPL variants or ALPL VUS showed elevations in plasma PLP, and three quarters showed elevations in urine PEA.",Around half of those with Positive ALPL variants or ALPL VUS had increases in blood PLP. Three quarters had increases in urine PEA.,Substitution
47,28401263,adaptation2,16,Conclusion: Adults with persistent hypophosphatasemia frequently harbor ALPL mutations and have elevated ALP substrates.,Adults with persistently low ALP levels frequently had ALPL mutations and increased phosphate-carrying compounds.,Substitution
47,28401263,adaptation2,17,These adults may fall within the spectrum of the adult form of hypophosphatasia.,These adults may have low blood phosphate levels.,Generalization
47,34213743,adaptation1,1,"Purpose: The study aimed to define the clinical, biochemical and genetic features of adult patients with osteopenia/osteoporosis and/or bone fragility and low serum alkaline phosphatase (sALP).","The study aimed to define the health, biochemical, and genetic features of adult patients with bone strength issues and low serum (blood) alkaline phosphatase (sALP), a protein that helps bone strength.",Explanation
47,34213743,adaptation1,2,Methods: Twenty-two patients with at least two sALP values below the reference range were retrospectively enrolled after exclusion of secondary causes.,Twenty-two patients with at least two sALP measurements below the desired range were enrolled. Any patients with additional disease or health complications were excluded.,Substitution
47,34213743,adaptation1,3,"Data about clinical features, mineral and bone markers, serum pyridoxal-5'-phosphate (PLP), urine phosphoethanolamine (PEA), lumbar and femur bone densitometry, and column X-ray were collected.",Several data points for patient health and biological indicators of disease status were collected.,Generalization
47,34213743,adaptation1,4,Peripheral blood DNA of each participant was analyzed to detect ALPL gene anomalies.,Patient DNA was analyzed to detect ALPL gene anomalies.,Generalization
47,34213743,adaptation1,5,"Results: Pathogenic ALPL variants (pALPL) occurred in 23% and benign variants in 36% of patients (bALPL), while nine patients harbored wild-type alleles (wtALPL).","Several types of mutations within the ALPL gene were found amongst the participant population. These variants include pathogenic (harmful) ALPL variants (pALPL), benign (harmless) variants (bALPL), and wild-type (normal) variants (wtALPL). pALPL are variants that increases a person's chance to get sick from a disease. bALPL are mutations that do not impact human health. wtALPL variants are genes that are not mutated or changed in form.",Explanation
47,34213743,adaptation1,6,Fragility fractures and dental anomalies were more frequent in patients harboring pALPL and bALPL than in wtALPL patients.,Bone and tooth damage were more frequent in patients harboring pALPL and bALPL than in wtALPL patients.,Substitution
47,34213743,adaptation1,7,"Of note, wtALPL patients comprised women treated with tamoxifen for hormone-sensitive breast cancer.","Of note, wtALPL patients comprised women treated with tamoxifen, a drug for breast cancer.",Substitution
47,34213743,adaptation1,8,Mineral and bone markers were similar in the three groups.,Mineral and bone markers were similar in the three groups.,Substitution
47,34213743,adaptation1,9,"Mean urine PEA levels were significantly higher in patients harboring pALPL than those detected in patients harboring bALPL and wtALPL; by contrast, serum PLP levels were similar in the three groups.","Average urine phosphoethanolamine, a compound that can indicate bone disease, was significantly higher in patients with pALPL than the other two variant types. By contrast, serum pyridoxal-5'-phosphate, an indicator of vitamin B6 volume, was similar in the three groups.",Explanation
47,34213743,adaptation1,10,"A 6-points score, considering clinical and biochemical features, was predictive of pALPL detection [P = 0.060, OR 1.92 (95% CI 0.972, 3.794)], and more significantly of pALPL or bALPL [P = 0.025, OR 14.33 (95% CI 1.401, 14.605)].",Certain hospital evaluation techniques were able to predict pALPL and bALPL.,Generalization
47,34213743,adaptation1,11,"Conclusion: In osteopenic/osteoporotic patients, single clinical or biochemical factors did not distinguish hypophosphatasemic patients harboring pALPL or bALPL from those harboring wtALPL.","In patients with osteoporosis (brittle bones), visible health effects and biological compound indicators do not distinguish hypophosphatasemia (low serum ALP) patients harboring pALPL or bALPL variants from those harboring wtALPL.",Explanation
47,34213743,adaptation1,12,"Occurrence of multiple clinical and biochemical features is predictive of ALPL anomalies, and, therefore, they should be carefully identified.","However, visible health effects and biological compound indicators can be predictive of ALPL anomalies. Therefore, they should be carefully identified.",Substitution
47,34213743,adaptation1,13,Tamoxifen emerged as a hypophosphatasemic drug.,Tamoxifen emerged as a drug to treat hypophosphatasemia.,Explanation
47,34233724,adaptation1,1,"Background: Severe hypercalcemia is rare in newborns; even though often asymptomatic, it may have important sequelae.","Severe hypercalcemia, or too high calcium blood levels, is rare in newborns. Even though hypercalcemia often shows no symptoms, it may have important effects on overall health.",Explanation
47,34233724,adaptation1,2,"Hypophosphatemia can occur in infants experiencing intrauterine malnutrition, sepsis and early high-energy parenteral nutrition (PN) and can cause severe hypercalcemia through an unknown mechanism.","Hypophosphatemia is when the body has low levels of phosphorous. Hypophosphatemia can occur in infants experiencing malnutrition while in the womb, blood infection, and early high-energy parenteral nutrition (PN). PN is when a mother is given nutrients through IV. Hypophosphatemia can cause severe hypercalcemia through an unknown mechanism.",Explanation
47,34233724,adaptation1,3,Monitoring and supplementation of phosphate (PO4) and calcium (Ca) in the first week of life in preterm infants are still debated.,It is debated if phosphate (PO4) and calcium (Ca) should be given in the first week of life in preterm infants.,Substitution
47,34233724,adaptation1,4,Case presentation: We report on a female baby born at 29 weeks' gestation with intrauterine growth retardation (IUGR) experiencing sustained severe hypercalcemia (up to 24 mg/dl corrected Ca) due to hypophosphatemia while on phosphorus-free PN.,This study reports on a female baby born at 29 weeks' gestation (time in womb). The infant had intrauterine growth retardation (IUGR) and long-term severe hypercalcemia due to hypophosphatemia while on phosphorus-free PN. IUGR is when a baby does not grow to normal weight during pregnancy.,Explanation
47,34233724,adaptation1,5,Hypercalcemia did not improve after hyperhydration and furosemide but responded to infusion of PO4.,Hypercalcemia did not improve after excess water intake but responded to infusion of PO4.,Substitution
47,34233724,adaptation1,6,"Eventually, the infant experienced symptomatic hypocalcaemia (ionized Ca 3.4 mg/dl), likely exacerbated by contemporary infusion of albumin.","Eventually, the infant experienced symptoms of hypocalcemia. This was likely worsened by infusion of albumin, a blood protein.",Substitution
47,34233724,adaptation1,7,"Subsequently, a normalization of both parathyroid hormone (PTH) and alkaline phosphatase (ALP) was observed.","Following this, parathyroid hormone (PTH), which controls calcium and phosphorus in the blood, and alkaline phosphatase (ALP), which removes phosphate groups,  returned to normal levels.",Explanation
47,34233724,adaptation1,8,"Conclusions: Although severe hypercalcemia is extremely rare in neonates, clinicians should be aware of the possible occurrence of this life-threatening condition in infants with or at risk to develop hypophosphatemia.","Severe hypercalcemia is extremely rare in newborns. However, doctors should be aware of the possible occurrence of this life-threatening condition in infants with or at risk to develop hypophosphatemia.",Substitution
47,34233724,adaptation1,9,"Hypophosphatemic hypercalcemia can only be managed with infusion of PO4, with strict monitoring of Ca and PO4 concentrations.","Hypophosphatemic hypercalcemia can only be managed with infusion of PO4, with strict monitoring of Ca and PO4 concentrations.",Substitution
47,34258332,adaptation1,1,Background: Hypophosphatasia (HPP) is an inborn disease caused by pathogenic variants in ALPL.,"Hypophosphatasia (HPP) is a disease caused by mutations within the gene ALPL. Hypophosphatasia (HPP) is the heritable, tooth and bone disease. The gene ALPL encodes for alkaline phosphatase (ALP), an enzyme that helps bone strength.",Explanation
47,34258332,adaptation1,2,Low levels of alkaline phosphatase (ALP) are a biochemical hallmark of the disease.,Low levels of alkaline phosphatase (ALP) are a hallmark of the disease.,Substitution
47,34258332,adaptation1,3,"Scarce knowledge about the prevalence of HPP in Scandinavia exists, and the variable clinical presentations make diagnostics challenging.","There is little knowledge about the prevalence of HPP in Scandinavia. Due to the variation in HPP clinical presentations, diagnosing the disease is challenging.",Explanation
47,34258332,adaptation1,4,The aim of this study was to investigate the prevalence of ALPL variants as well as the clinical and biochemical features among adults with endocrinological diagnoses and persistent hypophosphatasaemia.,The aim of this study was to investigate the prevalence of ALPL variants (gene types). The study also aimed to identify HPP biological identifiers among adults. This study was specifically interested in adults with HPP along with endocrine (hormonal) disorders and persistent hypophosphatasemia (low body phosphorus levels).,Explanation
47,34258332,adaptation1,5,"Methods: A biochemical database containing ALP measurements of 26,121 individuals was reviewed to identify adults above 18 years of age with persistently low levels of ALP beneath range (≤ 35 ± 2.7 U/L).","A database containing ALP measurements of 26,121 individuals was reviewed to identify adults above 18 years of age with persistently low levels of ALP.",Generalization
47,34258332,adaptation1,6,"ALPL genetic testing, biochemical evaluations and assessment of clinical features by a systematic questionnaire among included patients, were performed.","ALPL genetic testing, evaluation of body compound levels, and assessment of health by a systematic questionnaire among included patients, were performed.",Substitution
47,34258332,adaptation1,7,"Results: Among 24 participants, thirteen subjects (54.2%) revealed a disease-causing variant in ALPL and reported mild clinical features of HPP, of which musculoskeletal pain was the most frequently reported (n = 9).","Among 24 participants, thirteen subjects revealed a disease-causing variant in ALPL and reported mild health effects of HPP. Of these mild health effects, musculoskeletal pain was the most frequently reported.",Substitution
47,34258332,adaptation1,8,"The variant c. 571G > A; p.(Glu191 Lys) was identified in six subjects, and an unreported missense variant (c.1019A > C; p.(His340Pro)) as well as a deletion of exon 2 were detected by genetic screening.",The same genetic variant was identified in six subjects. An unreported missense (gene-altered) variant and a genetic deletion were detected by genetic screening.,Generalization
47,34258332,adaptation1,9,"Biochemical analyses showed no significant differences in ALP (p = 0.059), the bone specific alkaline phosphatase (BALP) (p = 0.056) and pyridoxal-5'-phosphate (PLP) (p = 0.085) between patients with an ALPL variant and negative genetic screening.",Analysis of compound levels within the body showed no significant differences between patients with an ALPL variant and negative (no-detection) genetic screening.,Generalization
47,34258332,adaptation1,10,Patients with a variant in ALPL had significantly higher PLP levels than healthy controls (p = 0.002).,Patients with a variant in ALPL had significantly higher PLP levels than control patients.,Generalization
47,34258332,adaptation1,11,"We observed normal ALP activity in some patients classified as mild HPP, and slightly increased levels of PLP in two subjects with normal genetic screening and four healthy controls.",Normal ALP activity was observed in some patients classified as mild HPP. A slightly increased level of PLP was found in two subjects with normal genetic screening and four healthy controls.,Substitution
47,34258332,adaptation1,12,"Among 51 patients with persistent hypophosphatasaemia, fifteen subjects (29.4%) received antiresorptive treatment.","Among 51 patients with persistent hypophosphatasemia, 15 received treatment to increase bone strength.",Substitution
47,34258332,adaptation1,13,Two patients with unrecognized HPP were treated with bisphosphonates and did not show complications due to the treatment.,"Two patients with undiagnosed HPP were treated with bisphosphonates, drugs that slow bone loss. They did not show complications due to the treatment.",Explanation
47,34258332,adaptation1,14,Conclusions: Pathogenic variants in ALPL are common among patients with endocrinological diagnoses and low ALP.,Genetic variations in ALPL are common among patients with endocrine disorders and low ALP.,Substitution
47,34258332,adaptation1,15,"Regarding diagnostics, genetic testing is necessary to identify mild HPP due to fluctuating biochemical findings.",Genetic testing is necessary to identify mild HPP due to fluctuating body compound level findings.,Substitution
47,34258332,adaptation1,16,Antiresorptive treatment is a frequent reason for hypophosphatasaemia and effects of these agents in adults with a variant in ALPL and osteoporosis remain unclear and require further studies.,Treatment to increase bone strength is a frequent reason for hypophosphatasemia. Effects of these agents in adults with a variant in ALPL and osteoporosis (brittle bones) remain unclear and require further studies.,Substitution
47,34258332,adaptation2,1,Background: Hypophosphatasia (HPP) is an inborn disease caused by pathogenic variants in ALPL.,"Low levels of blood phosphate, a high-energy molecule, or hypophosphatasia (HPP) is a from-birth disease caused by disease-causing variations in ALPL (the gene for alkaline phosphatase or a protein that influences phosphate levels).",Explanation
47,34258332,adaptation2,2,Low levels of alkaline phosphatase (ALP) are a biochemical hallmark of the disease.,Low levels of alkaline phosphatase (ALP) are a marker of HPP.,Generalization
47,34258332,adaptation2,3,"Scarce knowledge about the prevalence of HPP in Scandinavia exists, and the variable clinical presentations make diagnostics challenging.",Little is known about the amount of HPP in Scandinavia. The diverse symptoms make identification challenging.,Substitution
47,34258332,adaptation2,4,The aim of this study was to investigate the prevalence of ALPL variants as well as the clinical and biochemical features among adults with endocrinological diagnoses and persistent hypophosphatasaemia.,The study aimed to investigate the amount of ALPL variants and physical and biochemical markers among adults with hormonal diagnoses and persistant low ALP levels.,Substitution
47,34258332,adaptation2,5,"Methods: A biochemical database containing ALP measurements of 26,121 individuals was reviewed to identify adults above 18 years of age with persistently low levels of ALP beneath range (≤ 35 ± 2.7 U/L).","We reviewed a database of ALP measurements from 26,121 individuals to identify adults over 18 years with persistently low levels of ALP.",Generalization
47,34258332,adaptation2,6,"ALPL genetic testing, biochemical evaluations and assessment of clinical features by a systematic questionnaire among included patients, were performed.","ALPL gene testing, biological tests, and assessment of symptoms by a questionnaire among included patients were performed.",Substitution
47,34258332,adaptation2,7,"Results: Among 24 participants, thirteen subjects (54.2%) revealed a disease-causing variant in ALPL and reported mild clinical features of HPP, of which musculoskeletal pain was the most frequently reported (n = 9).","Among 24 patients, thirteen (54.2%) had a disease-causing variant in ALPL and mild symptoms of HPP, of which musculoskeletal pain was the most frequent.",Generalization
47,34258332,adaptation2,8,"The variant c. 571G > A; p.(Glu191 Lys) was identified in six subjects, and an unreported missense variant (c.1019A > C; p.(His340Pro)) as well as a deletion of exon 2 were detected by genetic screening.",A specific gene mutation that altered a protein segment was found in six subjects. A similar gene mutation and deletion of a gene segment was detected by genetic tests.,Generalization
47,34258332,adaptation2,9,"Biochemical analyses showed no significant differences in ALP (p = 0.059), the bone specific alkaline phosphatase (BALP) (p = 0.056) and pyridoxal-5'-phosphate (PLP) (p = 0.085) between patients with an ALPL variant and negative genetic screening.","Tests showed no differences in ALP, bone-specific ALP, and pyridoxal phosphate (PLP) or active vitamin B6 between patients with an ALPL mutation and no genetic diseases.",Generalization
47,34258332,adaptation2,10,Patients with a variant in ALPL had significantly higher PLP levels than healthy controls (p = 0.002).,Patients with an ALPL mutation had much higher PLP levels than healthy patients.,Generalization
47,34258332,adaptation2,11,"We observed normal ALP activity in some patients classified as mild HPP, and slightly increased levels of PLP in two subjects with normal genetic screening and four healthy controls.",We saw normal ALP activity in some patients with mild HPP. We also saw slightly increased PLP in two subjects with no gene diseases and four healthy patients.,Substitution
47,34258332,adaptation2,12,"Among 51 patients with persistent hypophosphatasaemia, fifteen subjects (29.4%) received antiresorptive treatment.","Among 51 with persistent low ALP levels, fifteen (29.4%) had anti-bone-breakdown treatment.",Substitution
47,34258332,adaptation2,13,Two patients with unrecognized HPP were treated with bisphosphonates and did not show complications due to the treatment.,Two patients with unrecognized HPP were treated with anti-bone-breakdown drugs and did not show side effects from treatment.,Substitution
47,34258332,adaptation2,14,Conclusions: Pathogenic variants in ALPL are common among patients with endocrinological diagnoses and low ALP.,Disease-causing mutations in ALPL are common in patients with hormonal diagnoses and low ALP.,Substitution
47,34258332,adaptation2,15,"Regarding diagnostics, genetic testing is necessary to identify mild HPP due to fluctuating biochemical findings.","Regarding detection, gene testing is needed to identify mild HPP due to diverse biochemical findings.",Substitution
47,34258332,adaptation2,16,Antiresorptive treatment is a frequent reason for hypophosphatasaemia and effects of these agents in adults with a variant in ALPL and osteoporosis remain unclear and require further studies.,Anti-bone-breakdown treatment is frequent reason for low ALP levels and treatment effects in adults with an ALPL mutation and bone breakdown remain unclear and need further studies.,Substitution
47,34515659,adaptation1,1,Summary: Hypophosphatasia (HPP) is a rare and under-recognised genetic defect in bone mineralisation.,Hypophosphatasia (HPP) is a rare and under-recognized genetic defect in bone mineralization. Bone mineralization is when bone become calcified.,Explanation
