text,has_numerical,has_warning,is_syntactically_complex,has_umls_jargon,complexity_score
"Background: Hypophosphatasia (HPP) is an inborn disease caused by pathogenic variants in ALPL. Low levels of alkaline phosphatase (ALP) are a biochemical hallmark of the disease. Scarce knowledge about the prevalence of HPP in Scandinavia exists, and the variable clinical presentations make diagnostics challenging. The aim of this study was to investigate the prevalence of ALPL variants as well as the clinical and biochemical features among adults with endocrinological diagnoses and persistent hypophosphatasaemia. Methods: A biochemical database containing ALP measurements of 26,121 individuals was reviewed to identify adults above 18 years of age with persistently low levels of ALP beneath range (≤ 35 ± 2.7 U/L). ALPL genetic testing, biochemical evaluations and assessment of clinical features by a systematic questionnaire among included patients, were performed. Results: Among 24 participants, thirteen subjects (54.2%) revealed a disease-causing variant in ALPL and reported mild clinical features of HPP, of which musculoskeletal pain was the most frequently reported (n = 9). The variant c. 571G > A; p.(Glu191 Lys) was identified in six subjects, and an unreported missense variant (c.1019A > C; p.(His340Pro)) as well as a deletion of exon 2 were detected by genetic screening. Biochemical analyses showed no significant differences in ALP (p = 0.059), the bone specific alkaline phosphatase (BALP) (p = 0.056) and pyridoxal-5'-phosphate (PLP) (p = 0.085) between patients with an ALPL variant and negative genetic screening. Patients with a variant in ALPL had significantly higher PLP levels than healthy controls (p = 0.002). We observed normal ALP activity in some patients classified as mild HPP, and slightly increased levels of PLP in two subjects with normal genetic screening and four healthy controls. Among 51 patients with persistent hypophosphatasaemia, fifteen subjects (29.4%) received antiresorptive treatment. Two patients with unrecognized HPP were treated with bisphosphonates and did not show complications due to the treatment. Conclusions: Pathogenic variants in ALPL are common among patients with endocrinological diagnoses and low ALP. Regarding diagnostics, genetic testing is necessary to identify mild HPP due to fluctuating biochemical findings. Antiresorptive treatment is a frequent reason for hypophosphatasaemia and effects of these agents in adults with a variant in ALPL and osteoporosis remain unclear and require further studies.",True,True,True,True,4
"Background: Severe hypercalcemia is rare in newborns; even though often asymptomatic, it may have important sequelae. Hypophosphatemia can occur in infants experiencing intrauterine malnutrition, sepsis and early high-energy parenteral nutrition (PN) and can cause severe hypercalcemia through an unknown mechanism. Monitoring and supplementation of phosphate (PO4) and calcium (Ca) in the first week of life in preterm infants are still debated. Case presentation: We report on a female baby born at 29 weeks' gestation with intrauterine growth retardation (IUGR) experiencing sustained severe hypercalcemia (up to 24 mg/dl corrected Ca) due to hypophosphatemia while on phosphorus-free PN. Hypercalcemia did not improve after hyperhydration and furosemide but responded to infusion of PO4. Eventually, the infant experienced symptomatic hypocalcaemia (ionized Ca 3.4 mg/dl), likely exacerbated by contemporary infusion of albumin. Subsequently, a normalization of both parathyroid hormone (PTH) and alkaline phosphatase (ALP) was observed. Conclusions: Although severe hypercalcemia is extremely rare in neonates, clinicians should be aware of the possible occurrence of this life-threatening condition in infants with or at risk to develop hypophosphatemia. Hypophosphatemic hypercalcemia can only be managed with infusion of PO4, with strict monitoring of Ca and PO4 concentrations.",True,True,True,True,4
"Purpose: The study aimed to define the clinical, biochemical and genetic features of adult patients with osteopenia/osteoporosis and/or bone fragility and low serum alkaline phosphatase (sALP). Methods: Twenty-two patients with at least two sALP values below the reference range were retrospectively enrolled after exclusion of secondary causes. Data about clinical features, mineral and bone markers, serum pyridoxal-5'-phosphate (PLP), urine phosphoethanolamine (PEA), lumbar and femur bone densitometry, and column X-ray were collected. Peripheral blood DNA of each participant was analyzed to detect ALPL gene anomalies. Results: Pathogenic ALPL variants (pALPL) occurred in 23% and benign variants in 36% of patients (bALPL), while nine patients harbored wild-type alleles (wtALPL). Fragility fractures and dental anomalies were more frequent in patients harboring pALPL and bALPL than in wtALPL patients. Of note, wtALPL patients comprised women treated with tamoxifen for hormone-sensitive breast cancer. Mineral and bone markers were similar in the three groups. Mean urine PEA levels were significantly higher in patients harboring pALPL than those detected in patients harboring bALPL and wtALPL; by contrast, serum PLP levels were similar in the three groups. A 6-points score, considering clinical and biochemical features, was predictive of pALPL detection [P = 0.060, OR 1.92 (95% CI 0.972, 3.794)], and more significantly of pALPL or bALPL [P = 0.025, OR 14.33 (95% CI 1.401, 14.605)]. Conclusion: In osteopenic/osteoporotic patients, single clinical or biochemical factors did not distinguish hypophosphatasemic patients harboring pALPL or bALPL from those harboring wtALPL. Occurrence of multiple clinical and biochemical features is predictive of ALPL anomalies, and, therefore, they should be carefully identified. Tamoxifen emerged as a hypophosphatasemic drug.",True,False,True,True,3
"A majority of adults with persistently low serum alkaline phosphatase values carry a pathogenic or likely pathogenic variant in the ALPL gene and also have elevated alkaline phosphatase substrate values in serum and urine. These adults may fall within the spectrum of the adult form of hypophosphatasia. Introduction: The primary objective of this study was to determine what proportion of adults with persistently low serum alkaline phosphatase values (hypophosphatasemia) harbor mutations in the ALPL gene or have elevated alkaline phosphatase (ALP) substrates. Some adults with persistent hypophosphatasemia share clinical and radiographic features with the adult form of hypophosphatasia (HPP). In HPP, ALPL mutations result in persistent hypophosphatasemia and ALP substrate accumulation in plasma (pyridoxal-5-phosphate (PLP)) and urine (phosphoethanolamine (PEA)). Methods: Biochemical analyses, including serum ALP activity, bone-specific ALP, plasma PLP, and urine PEA, were performed in adults with persistent hypophosphatasemia. Mutational analyses were performed using PCR and Sanger sequencing methods. Gene variants were classified as pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely benign (LB), and benign (B). P and LP variants were further grouped as ""Positive ALPL variants"" and LB and B grouped as ""Negative ALPL variants."" Results: Fifty subjects completed all mutational and biochemical analyses. Sixteen percent carried only Negative ALPL variants. Of the remaining 42 subjects, 67% were heterozygous for a P variant, 19% for an LP variant, and 14% for a VUS. Biochemical results were highly inter-correlated and consistent with the expected inverse relationship between ALP and its substrates. Subjects harboring Positive ALPL variants showed lower ALP and BSAP and higher PLP and PEA values compared with subjects harboring only Negative ALPL variants. Approximately half of all subjects harboring Positive ALPL variants or ALPL VUS showed elevations in plasma PLP, and three quarters showed elevations in urine PEA. Conclusion: Adults with persistent hypophosphatasemia frequently harbor ALPL mutations and have elevated ALP substrates. These adults may fall within the spectrum of the adult form of hypophosphatasia. Clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present. Clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present.",True,False,True,True,3
"A majority of adults with persistently low serum alkaline phosphatase values carry a pathogenic or likely pathogenic variant in the ALPL gene and also have elevated alkaline phosphatase substrate values in serum and urine. These adults may fall within the spectrum of the adult form of hypophosphatasia. Introduction: The primary objective of this study was to determine what proportion of adults with persistently low serum alkaline phosphatase values (hypophosphatasemia) harbor mutations in the ALPL gene or have elevated alkaline phosphatase (ALP) substrates. Some adults with persistent hypophosphatasemia share clinical and radiographic features with the adult form of hypophosphatasia (HPP). In HPP, ALPL mutations result in persistent hypophosphatasemia and ALP substrate accumulation in plasma (pyridoxal-5-phosphate (PLP)) and urine (phosphoethanolamine (PEA)). Methods: Biochemical analyses, including serum ALP activity, bone-specific ALP, plasma PLP, and urine PEA, were performed in adults with persistent hypophosphatasemia. Mutational analyses were performed using PCR and Sanger sequencing methods. Gene variants were classified as pathogenic (P), likely pathogenic (LP), variants of uncertain significance (VUS), likely benign (LB), and benign (B). P and LP variants were further grouped as ""Positive ALPL variants"" and LB and B grouped as ""Negative ALPL variants."" Results: Fifty subjects completed all mutational and biochemical analyses. Sixteen percent carried only Negative ALPL variants. Of the remaining 42 subjects, 67% were heterozygous for a P variant, 19% for an LP variant, and 14% for a VUS. Biochemical results were highly inter-correlated and consistent with the expected inverse relationship between ALP and its substrates. Subjects harboring Positive ALPL variants showed lower ALP and BSAP and higher PLP and PEA values compared with subjects harboring only Negative ALPL variants. Approximately half of all subjects harboring Positive ALPL variants or ALPL VUS showed elevations in plasma PLP, and three quarters showed elevations in urine PEA. Conclusion: Adults with persistent hypophosphatasemia frequently harbor ALPL mutations and have elevated ALP substrates. These adults may fall within the spectrum of the adult form of hypophosphatasia. Clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present. Clinicians should take note of persistent hypophosphatasemia in their patients and be cautious in prescribing bisphosphonates when present.",True,False,True,True,3
"Hypophosphatasia (HPP) is the inborn-error-of-metabolism that features low serum alkaline phosphatase (ALP) activity (hypophosphatasemia) caused by loss-of-function mutation(s) of the gene that encodes the tissue-nonspecific isoenzyme of ALP (TNSALP). Autosomal recessive or autosomal dominant inheritance from among >300 TNSALP (ALPL) mutations largely explains HPP's remarkably broad-ranging severity. TNSALP is a cell-surface homodimeric phosphohydrolase richly expressed in the skeleton, liver, kidney, and developing teeth. In HPP, TNSALP substrates accumulate extracellularly. Among them is inorganic pyrophosphate (PPi), a potent inhibitor of mineralization. Superabundance of extracellular PPi explains the hard tissue complications of HPP that feature premature loss of deciduous teeth and often rickets or osteomalacia as well as calcific arthropathies in some affected adults. In infants with severe HPP, blocked entry of minerals into the skeleton can cause hypercalcemia, and insufficient hydrolysis of pyridoxal 5'-phosphate (PLP), the major circulating form of vitamin B6, can cause pyridoxine-dependent seizures. Elevated circulating PLP is a sensitive and specific biochemical marker for HPP. Also, the TNSALP substrate phosphoethanolamine (PEA) is usually elevated in serum and urine in HPP, though less reliably for diagnosis. Pathognomonic radiographic changes occur in pediatric HPP when the skeletal disease is severe. TNSALP mutation analysis is essential for recurrence risk assessment for HPP in future pregnancies and for prenatal diagnosis. HPP was the final rickets/osteomalacia to have a medical treatment. Now, significant successes using asfotase alfa, a mineral-targeted recombinant TNSALP, are published concerning severely affected newborns, infants, and children. Asfotase alfa was approved by regulatory agencies multinationally in 2015 typically for pediatric-onset HPP.",False,True,True,True,3
"Hypophosphatasia is the inborn error of metabolism characterized by low serum alkaline phosphatase activity (hypophosphatasaemia). This biochemical hallmark reflects loss-of-function mutations within the gene that encodes the tissue-nonspecific isoenzyme of alkaline phosphatase (TNSALP). TNSALP is a cell-surface homodimeric phosphohydrolase that is richly expressed in the skeleton, liver, kidney and developing teeth. In hypophosphatasia, extracellular accumulation of TNSALP natural substrates includes inorganic pyrophosphate, an inhibitor of mineralization, which explains the dento-osseous and arthritic complications featuring tooth loss, rickets or osteomalacia, and calcific arthopathies. Severely affected infants sometimes also have hypercalcaemia and hyperphosphataemia due to the blocked entry of minerals into the skeleton, and pyridoxine-dependent seizures from insufficient extracellular hydrolysis of pyridoxal 5'-phosphate, the major circulating form of vitamin B6, required for neurotransmitter synthesis. Autosomal recessive or dominant inheritance from ~300 predominantly missense ALPL (also known as TNSALP) mutations largely accounts for the remarkably broad-ranging expressivity of hypophosphatasia. High serum concentrations of pyridoxal 5'-phosphate represent a sensitive and specific biochemical marker for hypophosphatasia. Also, phosphoethanolamine levels are usually elevated in serum and urine, though less reliably for diagnosis. TNSALP mutation detection is important for recurrence risk assessment and prenatal diagnosis. Diagnosing paediatric hypophosphatasia is aided by pathognomic radiographic changes when the skeletal disease is severe. Hypophosphatasia was the last type of rickets or osteomalacia to await a medical treatment. Now, significant successes for severely affected paediatric patients are recognized using asfotase alfa, a bone-targeted recombinant TNSALP.",False,True,True,True,3
"BACKGROUND Lipedema is a common condition that presents as excessive fat deposition in the extremities, initially sparing the trunk, ankles, and feet, and is found mainly in women, usually occurring after puberty or pregnancy. Lipedema can progress to include lipo-lymphedema of the ankles and feet. This report is of a 41-year old woman with Stage 3 lipedema and lipo-lymphedema with excessive fat of the lower body since puberty, with progression to swollen ankles and feet despite dietary caloric restriction. CASE REPORT A 41-year-old woman noticed increased fat in her legs since age 12. Her weight and leg size increased until age 21, when she reached a maximum weight of 165 kg, and underwent a Roux-En-Y gastric bypass. Over 12 months, she lost 74.8 kg. Her trunk significantly reduced in weight, but her legs did not. Fifteen years later, during recovery from hysterectomy surgery, she became progressively weaker and swollen over her entire body. Laboratory test results showed hypoalbuminemia (2.0 g/dL), lymphopenia, and hypolipoproteinemia. She was diagnosed with protein and calorie malnutrition with marked gut edema requiring prolonged parenteral nutrition. After restoration of normal protein, her health returned and her pitting edema resolved, but her extremities remained enlarged. She was subsequently diagnosed with lipedema. CONCLUSIONS This report demonstrates that early and correct diagnosis of lipedema is important, as women who believe the condition is due to obesity may suffer the consequences of calorie or protein-calorie deficiency in an attempt to lose weight.",True,False,True,True,3
"BACKGROUND In lymphedema, an imbalance in the formation and absorption of lymph causes accumulation of protein-rich fluid in the interstitium of the most gravity-dependent parts of the body. Diagnosis is usually made based on patient medical history and a physical examination showing a typical appearance of the affected body part. Differential diagnosis is confirmed by imaging. CASE REPORT Primary lymphedema is inherited in through an autosomal dominant pattern. Congestive cardiac failure and non-filarial infections predispose patients to the secondary form of lymphedema, elephantiasis nostras verrucosa (ENV). We present the case of a 65-year-old man with lymphedema praecox complicated by congestive cardiac failure. The patient was experiencing worsening left leg swelling and had a prior history of unilateral leg swelling at puberty. The condition was inherited through an autosomal dominant pattern, as his father, elder brother, and nephew were diagnosed with the same disease. The left leg showed non-pitting edema with indurated, woody skin and lichenification. The right leg had mild pitting edema. There were numerous verrucous folds and cobblestone-like nodules, and plaques and a painless ulcer on the left leg. Laboratory evaluation demonstrated an elevated B-type natriuretic peptide. He was treated with compression stockings and inelastic multi-layer bandaging and was administered limb decongestive treatment. After 1 week of therapy, his swelling had somewhat improved. CONCLUSIONS Various conditions can cause ENV and it can superimpose on any form of hereditary lymphedema. The most effective strategy for this condition seems to be a thorough workup of the underlying cause of the ENV and early intervention.",False,False,True,True,2
"May-Thurner syndrome (MTS) is a clinical condition characterized by the compression of the left iliac vein by the right iliac artery. This condition predisposes the patient to deep venous thrombosis (DVT). We present the case of a 30-year﻿-old female who arrived at the emergency department of our facility with progressive left leg swelling for four weeks, with low-risk probability for DVT. Examination revealed left leg swelling with pitting edema extending up to the knee. Her calf muscle was tender to palpation. Dorsalis pedis, anterior tibial, and posterior tibial pulsations were fairly palpable due to the edema; however, the rest of her pulsations were appropriately felt. Therefore, the provisional diagnosis of possible DVT was made, and further investigations were requested. We present this case intending to highlight the clinical presentation of May-Thurner syndrome, its diagnosis, and treatment.",False,False,True,True,2
"May-Thurner syndrome (MTS) is a clinical condition characterized by the compression of the left iliac vein by the right iliac artery. This condition predisposes the patient to deep venous thrombosis (DVT). We present the case of a 30-year﻿-old female who arrived at the emergency department of our facility with progressive left leg swelling for four weeks, with low-risk probability for DVT. Examination revealed left leg swelling with pitting edema extending up to the knee. Her calf muscle was tender to palpation. Dorsalis pedis, anterior tibial, and posterior tibial pulsations were fairly palpable due to the edema; however, the rest of her pulsations were appropriately felt. Therefore, the provisional diagnosis of possible DVT was made, and further investigations were requested. We present this case intending to highlight the clinical presentation of May-Thurner syndrome, its diagnosis, and treatment.",False,False,True,True,2
"Background: Leg edema is a common adverse effect of dihydropyridine Calcium Channel Blockers (CCB) that may need dose reduction or drug withdrawal, adversely affecting the antihypertensive efficacy. Leg edema is reported to occur less often with (S)-amlodipine compared to conventional racemic amlodipine. We aimed to find the incidence of leg edema as a primary outcome and antihypertensive efficacy with (S)-amlodipine compared to conventional amlodipine. Methods: This prospective, double-blind, controlled clinical trial randomized 172 hypertensive patients, not controlled on beta-blockers (BB) and angiotensin converting enzyme inhibitors/angiotensin receptor blockers (ACEI/ARB), to either conventional amlodipine (5-10 mg; n = 86) or (S)-amlodipine (2.5-5 mg; n = 86), while continuing their previous anti-hypertensive medications. Sample was sufficient to find a difference in edema between the interventions with 80 % power at 5 % significance level. Intension to treat analysis (ITT) for safety data and per protocol analysis for efficacy data was performed. Fischer's exact test was applied to observe difference between responder rates and proportions of subjects having peripheral edema in the two groups. Pitting edema test scores were compared using Mann-Whitney test. Results: Altogether 146 patients (amlodipine, n = 76 and (S)-amlodipine, n = 70) completed 120 days treatment. Demographic variables and treatment adherence were comparable in the two groups. Incidence of new edema after randomization was 31.40 % in test group and 46.51 % in control group [p = 0.03; absolute risk reduction (ARR) = 15.1 %; Number Needed to Treat (NNT) = 7, ITT analysis]. Pitting edema score and patient rated edema score increased significantly in the control compared to test group (p = 0.038 and 0.036 respectively) after treatment period. Edema scores increased significantly in the control group from baseline (p < 0.0001). Responders in blood pressure were 98.57 % in test and 98.68 % in control group. Most common adverse events (AE) were pitting edema and increased urinary frequency. Incidence of all AEs other than edema was similar in both groups. Two serious AEs occurred unrelated to therapy. Biochemical and ECG parameters in the two groups were comparable. Conclusions: In hypertensive patients not controlled on prior BB and ACEI/ARB therapy, addition of (S)-amlodipine besylate at half the dose of conventional amlodipine provides better tolerability with reduced incidence of peripheral edema, and equal antihypertensive efficacy compared to amlodipine given at usual doses.",True,True,True,True,4
"We encountered an elderly male patient who after cardiac surgery for mitral stenosis had refractory pitting edema in both legs involving painful leg joints after a 1-month history of waxing and waning arthralgia. His family doctor had prescribed a combination of diuretics, 40 mg furosemide and 25 mg spironolactone; however, pitting edema in his lower legs persisted. He was diagnosed with worsening of congestive heart failure because of a previous cardiac surgery and was transferred to our hospital. On admission, we closely observed the patient's condition and noticed that his body temperature increased to 38.0 °C every evening. Furthermore, his ankle joints felt feverish and were swollen. Therefore, we suspected polyarthritis as an etiology, although we initially suspected rheumatoid arthritis (RA). Antibody testing did not support RA diagnosis; therefore we concluded the association of remitting seronegative symmetrical synovitis with pitting edema (RS3PE) syndrome with his condition. After daily treatment with 15 mg prednisolone, the refractory edema symptom dramatically improved. The concept of RS3PE syndrome could explain such as an impressive clinical course. <Learning objective: Physicians encounter patients with pitting edema of unknown etiology in daily clinical practice. In particular, cardiologists usually tend to prescribe diuretics for patients with pitting edema in their legs. Cardiologists should consider RS3PE syndrome as a differential diagnosis, for patients with localized pitting edema in their extremities. This report cautions regarding arbitrarily prescribing diuretics for localized pitting edema.>.",True,False,True,True,3
"46 year old male with past medical history of schizoaffective disorder and chronic lower back pain, was admitted for management of worsening depression and anxiety. He was started on gabapentin, 300mg twice daily for his back pain and anxiety symptoms. His only other medication was hydrocodone. Over next few days, he started developing worsening bilateral lower extremity edema. He did not have any cardiovascular related symptoms. Physical exam was only significant for 3+ pitting edema with all laboratory values and imaging being unremarkable. Gabapentin was discontinued and his lower extremity swelling improved over subsequent days. Incidence of pedal edema with gabapentin use is approximately 7 to 7.5% with all studies being in elderly patients receiving doses above 1200 mg/day. This case illustrates that lower doses of gabapentin can also cause this adverse effect. It is important to recognize this adverse effect because gabapentin is used in conditions like diabetic neuropathy, which is associated with multiple co-morbidities that can give rise to bilateral leg swelling. Presence of gabapentin induced leg swelling can thus confound the clinical picture.",True,True,False,True,3
"46 year old male with past medical history of schizoaffective disorder and chronic lower back pain, was admitted for management of worsening depression and anxiety. He was started on gabapentin, 300mg twice daily for his back pain and anxiety symptoms. His only other medication was hydrocodone. Over next few days, he started developing worsening bilateral lower extremity edema. He did not have any cardiovascular related symptoms. Physical exam was only significant for 3+ pitting edema with all laboratory values and imaging being unremarkable. Gabapentin was discontinued and his lower extremity swelling improved over subsequent days. Incidence of pedal edema with gabapentin use is approximately 7 to 7.5% with all studies being in elderly patients receiving doses above 1200 mg/day. This case illustrates that lower doses of gabapentin can also cause this adverse effect. It is important to recognize this adverse effect because gabapentin is used in conditions like diabetic neuropathy, which is associated with multiple co-morbidities that can give rise to bilateral leg swelling. Presence of gabapentin induced leg swelling can thus confound the clinical picture.",True,True,False,True,3
"Symmetrical leg swelling formed in the course of the years is a common and in most cases benign phenomenon that is mostly encountered in the aged population, especially in women. Venous insufficiency of the lower limbs is the most common cause of symmetrical leg swelling among those over 50 years of age. Diseases of the essential organs such as the heart, the liver and the kidneys are excluded during the initial stage. Pitting edema occurs both in venous insufficiency and in right-sided heart failure. Basic tests and drug history are usually sufficient to exclude a host of general causes of the edema.",True,False,False,False,1
"Aim: Leg edema, observed on comprehensive geriatric assessment (CGA) of 142 elderly outpatients with a variety of chronic diseases, was studied clinically to clarify its incidence and its associated risk factors. Methods: The severity of pitting edema was assessed at 3 points, namely, the pretibial edge, medial malleolus, and the dorsum of the foot. On palpation, edema was graded as 0 to 3 for each point on one leg, the sum of which was used as the edema score. According to the edema score, subjects were divided into 3 groups; the moderate to severe (MS) group, the slight to mild (SM) group, and the group without pitting edema. The MS group was defined as having an edema score of 4 or more or edema of grade 2 or more, while the SM group was defined as having an edema score of 2 to 3 points without edema of grade 2 or more. The status of underlying disease, vascular risks, varicose veins, medications, daily activity, nutrition, total protein (TP), albumin, brain natriuretic peptide (BNP), and the estimated glomerular filtration rate (eGFR) were compared among the 3 groups. Results: There were 36 subjects in the MS group and 19 subjects in the SM group. Diabetes, atrial fibrillation, varicose veins, and polypharmacy were more frequent in the MS group than in the control group. Sedentary life style, house-bound, and gait trouble were significantly more frequent in the MS and SM groups. There were no significant differences in the scores of the Mini-Nutritional Assessment Short Form among the groups, although both the body weight and calf circumference in the MS group were significantly greater than those in the group without pitting edema. Low serum TP, albumin and eGFR were seen in the MS group as well as high BNP levels. Multiple regression analysis revealed diabetes, varicose veins, sedentarism, and hypoalbuminemia as risk factors associated with leg edema (R(2)=0.365, p<0.0001). Conclusion: Leg edema was frequent in the elderly outpatients and was associated strongly with diabetes, varicose veins, sedentarism, and hypoalbuminemia. These findings suggest that advising against a sedentary life style could help the resolution of edema, and also indicates the clinical usefulness of CGA. Furthermore, leg edema should be seriously considered along with nutritional assessment because edema could influence various anthropometric parameters.",True,False,True,True,3
"Edema is an accumulation of fluid in the interstitial space that occurs as the capillary filtration exceeds the limits of lymphatic drainage, producing noticeable clinical signs and symptoms. The rapid development of generalized pitting edema associated with systemic disease requires timely diagnosis and management. The chronic accumulation of edema in one or both lower extremities often indicates venous insufficiency, especially in the presence of dependent edema and hemosiderin deposition. Skin care is crucial in preventing skin breakdown and venous ulcers. Eczematous (stasis) dermatitis can be managed with emollients and topical steroid creams. Patients who have had deep venous thrombosis should wear compression stockings to prevent postthrombotic syndrome. If clinical suspicion for deep venous thrombosis remains high after negative results are noted on duplex ultrasonography, further investigation may include magnetic resonance venography to rule out pelvic or thigh proximal venous thrombosis or compression. Obstructive sleep apnea may cause bilateral leg edema even in the absence of pulmonary hypertension. Brawny, nonpitting skin with edema characterizes lymphedema, which can present in one or both lower extremities. Possible secondary causes of lymphedema include tumor, trauma, previous pelvic surgery, inguinal lymphadenectomy, and previous radiation therapy. Use of pneumatic compression devices or compression stockings may be helpful in these cases.",False,False,True,True,2
"Edema is an accumulation of fluid in the interstitial space that occurs as the capillary filtration exceeds the limits of lymphatic drainage, producing noticeable clinical signs and symptoms. The rapid development of generalized pitting edema associated with systemic disease requires timely diagnosis and management. The chronic accumulation of edema in one or both lower extremities often indicates venous insufficiency, especially in the presence of dependent edema and hemosiderin deposition. Skin care is crucial in preventing skin breakdown and venous ulcers. Eczematous (stasis) dermatitis can be managed with emollients and topical steroid creams. Patients who have had deep venous thrombosis should wear compression stockings to prevent postthrombotic syndrome. If clinical suspicion for deep venous thrombosis remains high after negative results are noted on duplex ultrasonography, further investigation may include magnetic resonance venography to rule out pelvic or thigh proximal venous thrombosis or compression. Obstructive sleep apnea may cause bilateral leg edema even in the absence of pulmonary hypertension. Brawny, nonpitting skin with edema characterizes lymphedema, which can present in one or both lower extremities. Possible secondary causes of lymphedema include tumor, trauma, previous pelvic surgery, inguinal lymphadenectomy, and previous radiation therapy. Use of pneumatic compression devices or compression stockings may be helpful in these cases.",False,False,True,True,2
"Rheumatologists are increasingly aware of the entity synovitis with pitting edema. The remitting seronegative symmetrical synovitis with pitting edema (RS3PE) syndrome has been reported with an array of conditions that include polymyalgia rheumatica, rheumatoid arthritis, Sjögren's syndrome and psoriatic arthropathy. Synovitis with pitting edema is now being increasingly recognized with systemic lupus erythematosus (SLE). We report a patient who presented with edema of hands and feet and was diagnosed eventually with definite SLE. With magnetic resonance imaging, joint effusions and tenosynovitis were confirmed to be associated with the otherwise-unexplained extremity edema.",False,False,False,True,1
"Purpose: To evaluate the practical value of initial C-reactive protein (CRP) in the diagnosis of bacterial infection in children. Methods: The subjects comprised 11 children, six boys and five girls, aged 3 months through to 3 years (median age 16 months), whose initial CRP levels were < 1.0 mg/dL despite bacterial infection. C-reactive protein was quantitated at the first medical examination by nephelometry. Results: The diagnosis was urinary tract infection (n = 4), bacterial meningitis (n = 2), sepsis (n = 2), pneumonia (n = 2) and arthritis of the hip joint (n = 1). The CRP levels were significantly elevated during the course of infection, ranging from 7.6 to 28.5 mg/dL. The bacterial etiology was non-specific. Eight patients were examined within 12 h of onset, three exhibited negative CRP values despite the duration of the insult over 12 h. Six patients were tentatively diagnosed as having a bacterial infection, but the other five were not. Each patient was treated, leading to a favorable outcome without any serious complications. Conclusions: Low levels of CRP do not rule out the possibility of bacterial infection in children. The initial value of CRP may be negative, even in patients with severe bacterial infection or even after 12 h from onset. The data suggest that pediatricians should consistently be aware of the possibility of bacterial infection even if the initial CRP test result is negative and that serial CRP measurements appear to be practical.",True,True,True,True,4
"Sarcoidosis is characterized by granuloma formation, the macrophage being the most important building block. The activated macrophage in sarcoidosis produces interleukin-1 (II-1). It is well known that interleukin-1, among other functions, stimulates the hepatic production of C-reactive protein. We therefore prospectively measured the serum C-reactive protein in 17 patients with active pulmonary sarcoidosis, 10 patients with other chronic interstitial lung diseases of unknown etiology, 11 patients with active lung tuberculosis, and 10 healthy volunteers. Serum C-reactive protein was assayed by enzymoimmunodiffusion test. The serum C-reactive protein was negative in 13 patients suffering from active sarcoidosis and positive in four. Patients with other interstitial lung diseases had negative results in 7 and positive in 3 cases. The analyses of C-reactive protein in patients with sputum positive lung tuberculosis were positive in 10 cases. All the healthy controls had negative C-reactive protein measurements. The difference between the groups was statistically significant when sarcoidosis and tuberculosis serum C-reactive protein measurements were compared (p less than 0.01), as well as the difference between the group of other interstitial lung diseases and tuberculosis (p less than 0.01). In this respect, the measurements of serum C-reactive protein are valuable in the differentiation of sarcoidosis and other chronic interstitial lung diseases of unknown etiology from tuberculosis and other diseases which are known to induce an acute phase response.",True,False,True,True,3
"Sarcoidosis is characterized by granuloma formation, the macrophage being the most important building block. The activated macrophage in sarcoidosis produces interleukin-1 (II-1). It is well known that interleukin-1, among other functions, stimulates the hepatic production of C-reactive protein. We therefore prospectively measured the serum C-reactive protein in 17 patients with active pulmonary sarcoidosis, 10 patients with other chronic interstitial lung diseases of unknown etiology, 11 patients with active lung tuberculosis, and 10 healthy volunteers. Serum C-reactive protein was assayed by enzymoimmunodiffusion test. The serum C-reactive protein was negative in 13 patients suffering from active sarcoidosis and positive in four. Patients with other interstitial lung diseases had negative results in 7 and positive in 3 cases. The analyses of C-reactive protein in patients with sputum positive lung tuberculosis were positive in 10 cases. All the healthy controls had negative C-reactive protein measurements. The difference between the groups was statistically significant when sarcoidosis and tuberculosis serum C-reactive protein measurements were compared (p less than 0.01), as well as the difference between the group of other interstitial lung diseases and tuberculosis (p less than 0.01). In this respect, the measurements of serum C-reactive protein are valuable in the differentiation of sarcoidosis and other chronic interstitial lung diseases of unknown etiology from tuberculosis and other diseases which are known to induce an acute phase response.",True,False,True,True,3
"The role of subclinical intrauterine infection in preterm labor was evaluated prospectively in 40 patients and appropriate control subjects. The 24 preterm labor patients (60%) with a negative C-reactive protein value responded to tocolysis 95.8% of the time, with a mean delay of delivery of 35.5 days and a mean gestational age of 36.9 weeks. The 16 patients (40%) with a positive C-reactive protein value responded to tocolysis only 37.5% of the time, with a mean delay of delivery of 14.4 days and a mean gestational age of 33.2 weeks. Pathologic evidence of chorioamnionitis was present in 32.9% of 310 preterm deliveries as compared to only 22.3% of 1631 term deliveries. The presence of subclinical infection must be considered in cases of preterm labor, especially among patients for whom tocolytic therapy is unsuccessful.",True,False,False,True,2
